arm	ontology	km_wall_s	external_wall_s	km_peak_mib	external_peak_mib
hermit	ore_ont_3418.owl	0.0415	0.9879	9.06	280.13
hermit	ore_ont_3463.owl	0.0408	0.9239	5.94	213.31
hermit	ore_ont_3480.owl	0.1917	2.9719	37.43	1951.63
hermit	ore_ont_3524.owl	2.0479	41.7735	53.43	6488.05
hermit	ore_ont_3560.owl	1.3963	50.2001	74.36	5652.39
hermit	ore_ont_3635.owl	0.0409	1.1717	9.38	450.48
hermit	ore_ont_3640.owl	0.0715	1.3229	15.35	348.68
hermit	ore_ont_3658.owl	3.2489	148.3969	546.83	1460.42
hermit	ore_ont_3712.owl	0.131	2.3167	26.81	791.66
hermit	ore_ont_3770.owl	0.0413	0.938	8.75	213.29
hermit	ore_ont_3784.owl	0.2229	1.9151	64.61	722.14
hermit	ore_ont_3795.owl	0.3363	43.2797	138.21	731.36
hermit	ore_ont_3797.owl	0.1319	2.027	29.3	731.11
hermit	ore_ont_380.owl	0.041	1.218	9.62	533.69
hermit	ore_ont_3836.owl	1.9597	58.9966	41.48	6051.78
hermit	ore_ont_3842.owl	0.0423	0.9803	8.07	204.88
hermit	ore_ont_3905.owl	0.251	1.5883	110.39	732.38
hermit	ore_ont_3909.owl	0.0405	0.8525	6.88	207.69
hermit	ore_ont_3931.owl	0.0716	1.3732	24.27	655.84
hermit	ore_ont_394.owl	0.0702	1.1233	28.91	263.65
hermit	ore_ont_3954.owl	0.7712	3.3587	129.61	1404.82
hermit	ore_ont_3978.owl	0.071	1.1523	12.19	436.82
hermit	ore_ont_4033.owl	0.0694	39.3858	5.0	1529.06
hermit	ore_ont_4054.owl	2.6124	16.8414	207.88	2669.08
hermit	ore_ont_412.owl	0.0736	1.8133	16.03	618.75
hermit	ore_ont_4187.owl	3.8283	107.3497	645.5	1491.27
hermit	ore_ont_4205.owl	1.5269	35.9652	43.86	5810.7
hermit	ore_ont_4226.owl	0.1603	2.0891	31.8	769.16
hermit	ore_ont_4235.owl	0.2844	3.5013	48.1	1943.25
hermit	ore_ont_4382.owl	0.0412	1.0217	8.44	260.46
hermit	ore_ont_4383.owl	0.1004	1.3737	16.8	628.52
hermit	ore_ont_4400.owl	0.0412	1.0412	7.5	335.08
hermit	ore_ont_443.owl	0.0703	1.4424	22.12	339.07
hermit	ore_ont_4460.owl	0.1615	2.6455	27.19	773.09
hermit	ore_ont_4487.owl	0.8538	5.1357	105.43	2400.64
hermit	ore_ont_4527.owl	0.041	1.4394	10.87	673.75
hermit	ore_ont_4557.owl	0.1278	120.8247	7.19	3023.63
hermit	ore_ont_457.owl	0.0701	1.1248	13.75	458.12
hermit	ore_ont_4572.owl	4.0555	6.4998	293.52	889.36
hermit	ore_ont_4578.owl	0.1317	2.2478	24.3	776.52
hermit	ore_ont_4617.owl	1.2258	7.1192	151.62	4463.04
hermit	ore_ont_4655.owl	0.1025	1.5116	31.2	735.8
hermit	ore_ont_4662.owl	0.1616	2.1611	34.88	1031.71
hermit	ore_ont_4671.owl	0.0407	1.0074	9.32	320.96
hermit	ore_ont_4724.owl	0.0415	0.9794	7.94	201.84
hermit	ore_ont_4732.owl	0.1325	2.2669	26.8	774.29
hermit	ore_ont_4755.owl	7.6668	11.1727	743.73	2692.8
hermit	ore_ont_4767.owl	0.0434	1.0396	7.81	255.92
hermit	ore_ont_4782.owl	1.0091	6.3513	121.68	2514.93
hermit	ore_ont_4798.owl	0.1005	1.6301	23.65	746.0
hermit	ore_ont_4802.owl	3.0793	26.9348	232.6	4970.92
hermit	ore_ont_4827.owl	0.2224	1.1646	42.01	439.95
hermit	ore_ont_4834.owl	0.2874	44.8751	138.69	720.36
hermit	ore_ont_4856.owl	0.0414	0.9843	7.5	203.95
hermit	ore_ont_4897.owl	0.071	1.1113	9.63	222.13
hermit	ore_ont_5002.owl	0.1667	2.135	31.36	775.88
hermit	ore_ont_5057.owl	0.0405	1.0477	9.69	306.36
hermit	ore_ont_508.owl	0.0409	0.9514	7.5	202.69
hermit	ore_ont_5080.owl	0.07	1.4298	11.18	606.91
hermit	ore_ont_5089.owl	0.0417	0.9571	7.81	217.64
hermit	ore_ont_5090.owl	0.0414	0.9302	6.88	222.42
hermit	ore_ont_5103.owl	1.1449	6.834	142.03	724.42
hermit	ore_ont_5107.owl	1.1762	1.0723	385.58	233.77
hermit	ore_ont_5164.owl	0.0417	0.9637	9.35	234.33
hermit	ore_ont_5184.owl	0.0729	1.2503	43.58	306.64
hermit	ore_ont_5197.owl	0.0707	1.6779	14.93	673.07
hermit	ore_ont_5220.owl	0.0408	1.0422	7.43	354.12
hermit	ore_ont_5255.owl	0.0411	0.8441	6.88	202.88
hermit	ore_ont_5266.owl	0.0416	1.246	10.31	579.43
hermit	ore_ont_5292.owl	0.0415	0.9664	9.67	222.4
hermit	ore_ont_5303.owl	0.3566	1.8782	64.47	297.39
hermit	ore_ont_5404.owl	0.041	0.9997	18.44	228.75
hermit	ore_ont_541.owl	0.1599	1.6069	50.23	289.86
hermit	ore_ont_544.owl	0.0998	1.3505	17.5	621.46
hermit	ore_ont_5462.owl	0.2219	1.8457	64.12	764.24
hermit	ore_ont_5485.owl	0.041	1.33	10.56	496.21
hermit	ore_ont_5487.owl	0.2932	2.7287	44.22	1326.91
hermit	ore_ont_5519.owl	1.3966	51.6949	68.37	5576.34
hermit	ore_ont_5549.owl	4.9824	8.5202	450.06	2548.09
hermit	ore_ont_5564.owl	0.0722	2.0216	31.26	451.13
hermit	ore_ont_5566.owl	3.0153	13.4079	305.99	5649.96
hermit	ore_ont_5572.owl	0.0417	1.008	8.75	225.07
hermit	ore_ont_5602.owl	0.1291	133.2247	7.46	3065.27
hermit	ore_ont_5612.owl	2.9986	22.4633	268.26	4688.38
hermit	ore_ont_566.owl	0.0419	1.2051	8.99	557.99
hermit	ore_ont_5665.owl	0.0413	0.8976	8.44	269.33
hermit	ore_ont_5742.owl	0.0412	0.8851	5.62	212.44
hermit	ore_ont_5755.owl	0.9884	3.3559	129.77	1418.33
hermit	ore_ont_5760.owl	0.1576	169.2492	7.43	2947.7
hermit	ore_ont_5781.owl	2.7777	4.552	337.01	1368.76
hermit	ore_ont_5792.owl	0.1627	1.9727	27.3	730.55
hermit	ore_ont_5815.owl	0.042	3.1248	5.0	1512.7
hermit	ore_ont_5852.owl	0.0411	0.8268	5.62	201.38
hermit	ore_ont_5927.owl	2.4509	18.285	201.2	4747.97
hermit	ore_ont_5940.owl	0.1016	1.0796	12.57	366.24
hermit	ore_ont_5943.owl	0.3146	43.3178	133.84	724.71
hermit	ore_ont_5965.owl	0.2814	2.6552	73.28	1271.91
hermit	ore_ont_5966.owl	0.0409	1.076	7.19	250.49
hermit	ore_ont_5974.owl	0.2792	2.6708	73.12	1284.31
hermit	ore_ont_6024.owl	0.0418	0.9706	9.06	216.79
hermit	ore_ont_6060.owl	0.3324	44.0004	139.64	712.62
hermit	ore_ont_6076.owl	0.4312	9.8531	49.1	843.61
hermit	ore_ont_6102.owl	0.2156	2.025	48.88	647.75
hermit	ore_ont_6198.owl	0.3949	9.773	40.24	750.71
hermit	ore_ont_6207.owl	0.0417	0.9215	7.81	243.03
hermit	ore_ont_6212.owl	2.5614	216.3277	84.24	5948.9
hermit	ore_ont_6223.owl	0.7275	10.2467	68.38	2681.2
hermit	ore_ont_6226.owl	0.0726	2.0701	25.1	567.43
hermit	ore_ont_6230.owl	0.1702	2.0866	30.94	749.61
hermit	ore_ont_6246.owl	0.5077	1.061	55.0	243.31
hermit	ore_ont_6310.owl	0.5127	3.8863	69.09	2365.88
hermit	ore_ont_6358.owl	0.1621	2.4914	27.74	793.22
hermit	ore_ont_637.owl	0.0412	1.0565	8.75	304.83
hermit	ore_ont_6417.owl	0.042	0.9002	9.06	227.41
hermit	ore_ont_6423.owl	0.2839	1.8024	76.39	719.17
hermit	ore_ont_6433.owl	0.2231	2.6028	38.88	1295.57
hermit	ore_ont_6453.owl	0.283	2.7105	73.03	1289.41
hermit	ore_ont_6477.owl	0.3316	215.6635	27.2	5253.88
hermit	ore_ont_6566.owl	0.0708	1.2895	13.37	586.11
hermit	ore_ont_6589.owl	0.0438	0.9919	7.45	229.75
hermit	ore_ont_6659.owl	0.7909	6.1289	75.25	1695.82
hermit	ore_ont_6682.owl	24.7556	80.4608	5077.37	6292.15
hermit	ore_ont_6696.owl	0.0409	1.1182	9.38	375.51
hermit	ore_ont_670.owl	0.0705	1.2153	12.12	631.93
hermit	ore_ont_6720.owl	0.0432	0.9207	9.06	211.43
hermit	ore_ont_6722.owl	3.2367	16.3909	378.7	4546.42
hermit	ore_ont_6735.owl	0.0412	0.9114	6.25	232.1
hermit	ore_ont_6751.owl	0.2195	2.3279	30.82	1229.7
hermit	ore_ont_6765.owl	0.2867	63.2988	130.81	734.61
hermit	ore_ont_6796.owl	0.0546	0.9387	7.5	247.39
hermit	ore_ont_6812.owl	0.0412	0.8451	5.94	212.4
hermit	ore_ont_6817.owl	0.0416	1.1729	10.25	406.55
hermit	ore_ont_6855.owl	0.0425	0.9952	19.01	213.93
hermit	ore_ont_6869.owl	0.1608	2.4847	26.49	1260.61
hermit	ore_ont_6870.owl	0.2806	2.9109	43.37	1306.66
hermit	ore_ont_6934.owl	0.1123	4.8623	52.31	662.27
hermit	ore_ont_6999.owl	0.1042	1.466	57.55	316.36
hermit	ore_ont_7003.owl	0.0418	0.8923	8.31	208.92
hermit	ore_ont_7025.owl	0.2838	39.5189	139.95	718.73
hermit	ore_ont_703.owl	0.0405	1.0211	8.12	302.55
hermit	ore_ont_7052.owl	0.0413	1.2152	11.8	281.43
hermit	ore_ont_7120.owl	0.0427	1.3091	10.87	727.39
hermit	ore_ont_7127.owl	8.9391	56.1893	1959.93	4852.3
hermit	ore_ont_7169.owl	0.0413	1.0852	8.44	486.72
hermit	ore_ont_7195.owl	0.2552	1.6972	40.46	736.02
hermit	ore_ont_7216.owl	0.0991	1.7257	15.51	635.86
hermit	ore_ont_7218.owl	0.1	1.6264	19.55	721.74
hermit	ore_ont_7220.owl	0.041	1.0405	8.75	413.63
hermit	ore_ont_7234.owl	0.222	2.6248	39.94	717.86
hermit	ore_ont_725.owl	0.0411	1.1609	9.69	618.66
hermit	ore_ont_7251.owl	0.1308	2.265	28.7	760.46
hermit	ore_ont_7256.owl	0.0703	5.174	4.69	2361.7
hermit	ore_ont_7270.owl	0.0412	1.1085	7.19	209.49
hermit	ore_ont_7300.owl	1.5105	4.7962	363.5	2404.81
hermit	ore_ont_7320.owl	0.329	43.4066	137.99	718.02
hermit	ore_ont_7340.owl	2.6455	15.0772	301.0	5373.49
hermit	ore_ont_7343.owl	0.2135	6.2313	4.92	1509.4
hermit	ore_ont_7417.owl	0.0418	1.0354	7.5	232.86
hermit	ore_ont_7418.owl	0.0698	0.9056	9.04	235.86
hermit	ore_ont_7439.owl	0.1626	2.2198	31.49	779.37
hermit	ore_ont_7455.owl	1.5469	10.187	189.12	2415.62
hermit	ore_ont_7474.owl	0.318	63.8679	129.41	736.39
hermit	ore_ont_7482.owl	0.0423	0.8369	7.19	202.05
hermit	ore_ont_7493.owl	0.6421	5.9468	74.16	2562.46
hermit	ore_ont_7499.owl	6.4011	36.3354	271.57	850.5
hermit	ore_ont_7567.owl	2.169	9.9405	227.86	4562.82
hermit	ore_ont_7576.owl	0.0426	0.9465	7.81	267.35
hermit	ore_ont_7608.owl	0.2244	3.59	42.6	2363.72
hermit	ore_ont_7639.owl	0.0413	1.0866	7.81	211.04
hermit	ore_ont_7663.owl	0.0408	0.9089	6.88	253.19
hermit	ore_ont_7716.owl	0.3409	3.2914	52.47	1332.8
hermit	ore_ont_7726.owl	0.3711	2.3629	46.34	754.14
hermit	ore_ont_7728.owl	1.8759	8.7622	203.13	4592.41
hermit	ore_ont_7775.owl	0.3456	4.0155	135.86	693.37
hermit	ore_ont_7831.owl	0.0415	3.8012	3.75	1348.54
hermit	ore_ont_7868.owl	5.2412	53.8167	390.95	4904.75
hermit	ore_ont_7890.owl	0.041	0.9101	6.56	254.04
hermit	ore_ont_7901.owl	0.1293	1.0489	13.23	235.29
hermit	ore_ont_795.owl	3.4673	39.5948	239.34	4567.68
hermit	ore_ont_7956.owl	5.3321	34.7897	1314.57	3799.01
hermit	ore_ont_7993.owl	0.1573	175.2693	7.12	3092.11
hermit	ore_ont_8006.owl	0.2245	3.3096	99.52	646.02
hermit	ore_ont_8021.owl	0.0419	0.9814	9.67	314.29
hermit	ore_ont_8068.owl	5.1133	6.5941	454.95	2494.2
hermit	ore_ont_8135.owl	0.0415	1.1878	9.06	337.16
hermit	ore_ont_8145.owl	0.2431	5.09	4.92	1381.09
hermit	ore_ont_8169.owl	0.0411	0.9402	7.19	196.95
hermit	ore_ont_8175.owl	0.0712	1.1727	10.55	491.68
hermit	ore_ont_8298.owl	0.0708	1.5889	10.87	670.89
hermit	ore_ont_8322.owl	0.3118	84.0089	135.23	708.9
hermit	ore_ont_8329.owl	0.1066	1.9852	20.24	726.14
hermit	ore_ont_8347.owl	0.6473	2.4401	159.87	1294.85
hermit	ore_ont_8369.owl	0.0419	0.9647	8.49	211.8
hermit	ore_ont_840.owl	0.7024	7.0325	83.17	2561.78
hermit	ore_ont_8462.owl	0.0421	1.0598	8.55	199.66
hermit	ore_ont_8486.owl	4.2665	167.8112	227.79	11173.54
hermit	ore_ont_8492.owl	0.2019	2.245	31.49	767.65
hermit	ore_ont_8557.owl	0.1297	4.0714	4.92	1074.54
hermit	ore_ont_8579.owl	0.2297	2.3468	50.82	1176.72
hermit	ore_ont_8634.owl	1.24	7.7545	115.53	2541.59
hermit	ore_ont_8641.owl	0.1313	1.616	24.86	737.58
hermit	ore_ont_8667.owl	0.0401	0.8659	6.56	204.93
hermit	ore_ont_868.owl	4.7157	132.1238	269.11	11652.29
hermit	ore_ont_869.owl	0.0699	1.4593	11.18	714.67
hermit	ore_ont_8730.owl	0.0717	0.989	10.09	233.94
hermit	ore_ont_8744.owl	0.0701	1.2538	12.39	637.51
hermit	ore_ont_8759.owl	0.1307	1.7374	17.11	738.71
hermit	ore_ont_8792.owl	0.2227	2.6104	40.88	1315.06
hermit	ore_ont_8806.owl	0.042	0.882	7.81	224.96
hermit	ore_ont_8864.owl	0.5452	6.8529	111.36	1126.43
hermit	ore_ont_8937.owl	0.0411	0.9281	7.5	199.67
hermit	ore_ont_8941.owl	0.0413	1.1654	8.99	259.16
hermit	ore_ont_8974.owl	0.0415	1.0024	7.5	195.38
hermit	ore_ont_8982.owl	2.7405	11.7557	292.79	4686.43
hermit	ore_ont_8999.owl	0.3107	74.4456	134.82	758.66
hermit	ore_ont_9002.owl	0.0416	1.1351	8.75	227.75
hermit	ore_ont_9014.owl	0.7042	2.3487	203.67	730.68
hermit	ore_ont_9020.owl	0.131	1.33	20.86	492.4
hermit	ore_ont_9024.owl	0.3977	1.8256	77.94	277.99
hermit	ore_ont_9031.owl	0.0412	0.9454	7.19	230.8
hermit	ore_ont_9096.owl	0.1018	2.8444	51.52	609.9
hermit	ore_ont_935.owl	0.4439	4.6899	49.82	1305.86
hermit	ore_ont_9400.owl	8.9722	12.3048	735.67	3095.88
hermit	ore_ont_9435.owl	0.0714	1.402	14.62	695.87
hermit	ore_ont_947.owl	0.1593	1.8158	26.49	716.04
hermit	ore_ont_9498.owl	1.3249	45.7793	89.82	6946.48
hermit	ore_ont_9499.owl	8.4223	14.3362	784.59	3906.04
hermit	ore_ont_9509.owl	0.0416	0.849	5.94	205.14
hermit	ore_ont_9513.owl	0.3587	3.1209	43.06	2049.41
hermit	ore_ont_9557.owl	0.0748	1.0486	40.26	222.68
hermit	ore_ont_9567.owl	0.7627	3.4735	129.82	1417.2
hermit	ore_ont_9590.owl	0.1616	3.5122	32.87	1347.48
hermit	ore_ont_9598.owl	0.0405	1.242	10.55	555.09
hermit	ore_ont_960.owl	0.308	55.6032	130.38	732.78
hermit	ore_ont_9612.owl	0.2524	2.0356	59.58	747.36
hermit	ore_ont_9635.owl	0.0721	2.492	36.03	222.34
hermit	ore_ont_964.owl	0.1936	2.52	41.45	1290.62
hermit	ore_ont_9646.owl	0.0703	1.3785	12.75	729.56
hermit	ore_ont_9668.owl	0.289	79.3164	133.58	737.48
hermit	ore_ont_9674.owl	4.9099	131.5679	267.22	11684.49
hermit	ore_ont_9695.owl	0.0413	1.1563	9.06	259.0
hermit	ore_ont_9761.owl	0.1008	1.564	20.86	695.61
hermit	ore_ont_9768.owl	0.1287	117.0354	8.05	2948.97
hermit	ore_ont_9772.owl	0.1063	1.5218	30.27	735.34
hermit	ore_ont_9790.owl	0.1006	1.9141	16.85	746.09
hermit	ore_ont_9792.owl	0.1892	2.6062	26.46	801.47
hermit	ore_ont_9794.owl	0.7448	20.3445	21.29	2928.17
hermit	ore_ont_9854.owl	0.0415	0.8981	6.88	207.21
hermit	ore_ont_9857.owl	0.0704	1.3049	14.38	514.18
hermit	ore_ont_9894.owl	0.7828	4.8988	92.88	2385.83
hermit	ore_ont_9904.owl	0.0415	1.136	7.81	221.25
hermit	ore_ont_9958.owl	3.1963	93.1095	565.28	1408.82
konclude	ore_ont_10016.owl	0.8033	7.5655	30.54	1103.66
konclude	ore_ont_10032.owl	5.1701	4.2817	1180.57	653.87
konclude	ore_ont_10056.owl	0.0409	0.0963	7.5	26.88
konclude	ore_ont_10073.owl	12.2219	10.4909	1147.01	1835.5
konclude	ore_ont_1012.owl	0.4154	21.0603	10.16	4090.03
konclude	ore_ont_10123.owl	0.4062	0.3431	90.88	109.18
konclude	ore_ont_10127.owl	1.1901	3.2401	206.96	1115.61
konclude	ore_ont_10134.owl	0.041	0.103	9.38	40.2
konclude	ore_ont_10146.owl	0.1588	0.1287	39.95	43.17
konclude	ore_ont_1016.owl	0.9352	0.3714	306.5	95.37
konclude	ore_ont_10160.owl	0.041	0.1033	10.55	38.28
konclude	ore_ont_1017.owl	0.0411	0.1591	9.06	38.3
konclude	ore_ont_10175.owl	2.8728	2.9074	180.26	496.4
konclude	ore_ont_10212.owl	0.0715	0.3077	18.12	97.52
konclude	ore_ont_10242.owl	0.3236	0.3357	132.56	101.93
konclude	ore_ont_10248.owl	2.9692	3.7971	268.24	587.9
konclude	ore_ont_10280.owl	0.1385	0.3821	23.05	91.48
konclude	ore_ont_10283.owl	0.0417	0.1025	8.44	36.66
konclude	ore_ont_10309.owl	0.0414	0.0711	6.88	25.31
konclude	ore_ont_10314.owl	0.0416	0.0723	8.34	32.49
konclude	ore_ont_10321.owl	0.0415	0.0733	9.58	27.98
konclude	ore_ont_1034.owl	0.041	0.0715	8.54	29.01
konclude	ore_ont_10362.owl	0.0719	0.0717	17.81	28.75
konclude	ore_ont_10389.owl	0.1907	0.3383	30.84	82.68
konclude	ore_ont_10413.owl	0.0413	0.1012	8.57	28.12
konclude	ore_ont_10445.owl	1.4402	7.6025	14.09	1089.82
konclude	ore_ont_105.owl	0.0411	0.101	6.25	29.6
konclude	ore_ont_10516.owl	0.0409	0.0681	8.12	28.24
konclude	ore_ont_10536.owl	0.0408	0.0704	7.19	27.24
konclude	ore_ont_10594.owl	0.3134	0.3085	114.41	82.93
konclude	ore_ont_10621.owl	14.8272	19.2829	2997.51	2470.41
konclude	ore_ont_10689.owl	4.894	45.2521	267.25	6040.0
konclude	ore_ont_10697.owl	2.2235	4.6306	326.4	1443.45
konclude	ore_ont_10702.owl	1.0928	0.1869	22.5	106.67
konclude	ore_ont_10742.owl	0.0709	0.1557	14.3	45.21
konclude	ore_ont_10749.owl	0.4715	0.3748	258.48	104.69
konclude	ore_ont_10750.owl	0.3915	21.2445	10.16	3918.41
konclude	ore_ont_10769.owl	0.0409	0.0709	8.44	25.62
konclude	ore_ont_10778.owl	1.774	2.4902	132.09	405.4
konclude	ore_ont_10781.owl	0.6828	0.1624	551.84	47.98
konclude	ore_ont_10806.owl	0.1352	0.5327	29.62	115.68
konclude	ore_ont_1082.owl	1.0778	1.4946	95.05	278.53
konclude	ore_ont_10833.owl	0.0415	0.0994	8.75	28.24
konclude	ore_ont_10890.owl	0.1608	0.3975	26.5	97.04
konclude	ore_ont_10908.owl	0.169	0.1666	68.89	56.99
konclude	ore_ont_10951.owl	0.138	0.7422	29.43	224.93
konclude	ore_ont_10968.owl	0.0708	0.1843	15.96	55.3
konclude	ore_ont_11009.owl	0.0712	0.1247	14.38	34.67
konclude	ore_ont_11010.owl	0.0415	0.0738	7.81	27.68
konclude	ore_ont_11014.owl	0.0413	0.133	9.06	35.74
konclude	ore_ont_11016.owl	0.3219	0.0736	188.89	33.54
konclude	ore_ont_11081.owl	0.7644	1.0268	58.56	229.95
konclude	ore_ont_11140.owl	0.0719	0.284	18.99	71.62
konclude	ore_ont_11207.owl	1.1729	3.9443	205.31	1457.15
konclude	ore_ont_11291.owl	0.0723	0.0752	14.06	28.68
konclude	ore_ont_11293.owl	2.9208	3.2569	263.61	580.33
konclude	ore_ont_11311.owl	1.8608	1.7599	300.06	393.73
konclude	ore_ont_11315.owl	12.8925	12.0274	907.39	1736.56
konclude	ore_ont_11316.owl	0.2502	0.2201	64.96	42.43
konclude	ore_ont_11389.owl	0.3021	4.8276	14.5	755.07
konclude	ore_ont_11395.owl	1.3211	33.7616	122.68	4396.93
konclude	ore_ont_11452.owl	0.2225	0.4079	32.79	88.12
konclude	ore_ont_11460.owl	12.9726	9.6637	3209.87	1640.84
konclude	ore_ont_11497.owl	0.041	0.0999	8.75	27.55
konclude	ore_ont_11502.owl	0.3121	0.4053	46.81	115.91
konclude	ore_ont_11504.owl	0.041	0.1267	6.56	29.86
konclude	ore_ont_11519.owl	2.5817	3.9514	211.23	673.74
konclude	ore_ont_11522.owl	0.0424	0.0713	9.06	27.87
konclude	ore_ont_11523.owl	0.0418	0.0712	8.12	26.92
konclude	ore_ont_11526.owl	0.0417	0.0722	10.2	28.01
konclude	ore_ont_11559.owl	1.2436	2.6722	142.05	451.33
konclude	ore_ont_11577.owl	0.0897	0.0714	10.41	29.48
konclude	ore_ont_11619.owl	0.0744	0.1912	15.57	51.35
konclude	ore_ont_11623.owl	0.7888	0.2822	271.54	85.8
konclude	ore_ont_11639.owl	0.0419	0.0996	5.94	27.8
konclude	ore_ont_11739.owl	2.063	21.2559	18.75	2640.17
konclude	ore_ont_11745.owl	11.5604	9.5418	3551.01	1720.59
konclude	ore_ont_11778.owl	1.9898	4.6296	213.8	732.6
konclude	ore_ont_11866.owl	0.0416	0.0704	8.12	28.2
konclude	ore_ont_11889.owl	0.0717	0.1007	10.43	30.24
konclude	ore_ont_11978.owl	0.0417	0.1	9.06	29.57
konclude	ore_ont_12007.owl	0.041	0.1002	6.56	28.05
konclude	ore_ont_12009.owl	0.0417	0.1021	9.69	33.8
konclude	ore_ont_12087.owl	3.7793	7.3634	363.05	1143.55
konclude	ore_ont_1212.owl	0.2247	0.6717	47.58	212.59
konclude	ore_ont_12141.owl	0.389	0.1363	77.69	53.35
konclude	ore_ont_12149.owl	0.7686	1.5437	73.73	265.57
konclude	ore_ont_12161.owl	0.2221	0.3762	32.69	91.29
konclude	ore_ont_12194.owl	0.2834	0.7437	45.64	153.54
konclude	ore_ont_12281.owl	0.0712	0.189	11.18	38.44
konclude	ore_ont_12387.owl	4.358	8.0548	422.03	1211.74
konclude	ore_ont_12397.owl	0.0412	0.1884	10.55	41.14
konclude	ore_ont_12405.owl	0.2217	0.2617	64.27	69.88
konclude	ore_ont_12414.owl	4.9557	4.5709	476.87	865.59
konclude	ore_ont_12528.owl	1.077	11.6122	120.92	2117.94
konclude	ore_ont_12653.owl	0.1029	0.0988	48.67	32.81
konclude	ore_ont_12698.owl	1.7982	0.972	723.2	285.8
konclude	ore_ont_1272.owl	2.7409	2.2365	676.85	381.03
konclude	ore_ont_12776.owl	0.1057	0.3119	16.18	78.8
konclude	ore_ont_12802.owl	0.2522	0.7212	62.5	145.92
konclude	ore_ont_12831.owl	0.0412	0.135	7.5	32.05
konclude	ore_ont_12906.owl	0.0413	0.074	5.94	29.23
konclude	ore_ont_13000.owl	0.1612	0.3891	31.8	90.19
konclude	ore_ont_13035.owl	0.074	0.15	79.02	32.23
konclude	ore_ont_13053.owl	0.0416	0.0966	7.19	30.69
konclude	ore_ont_1306.owl	0.3019	14.8257	9.62	3057.78
konclude	ore_ont_13066.owl	0.0431	0.0999	8.13	27.17
konclude	ore_ont_13071.owl	1.4159	1.2452	393.61	340.08
konclude	ore_ont_13113.owl	0.1068	0.1251	45.37	38.99
konclude	ore_ont_13132.owl	0.0737	0.1055	61.55	30.2
konclude	ore_ont_13141.owl	0.1012	0.3017	18.68	71.67
konclude	ore_ont_13204.owl	0.0414	0.0706	6.88	27.9
konclude	ore_ont_13224.owl	5.9622	5.7651	358.57	861.54
konclude	ore_ont_13234.owl	0.0413	0.105	6.88	29.43
konclude	ore_ont_13243.owl	1.5906	2.3941	135.48	409.95
konclude	ore_ont_1325.owl	0.0406	0.0707	7.5	30.39
konclude	ore_ont_13277.owl	0.0413	0.0712	7.19	26.77
konclude	ore_ont_13301.owl	0.0416	0.0731	6.88	27.19
konclude	ore_ont_13355.owl	1.1769	14.9636	78.28	2100.93
konclude	ore_ont_13383.owl	0.0706	0.1014	40.04	35.8
konclude	ore_ont_13392.owl	0.0417	0.0736	8.95	27.07
konclude	ore_ont_1340.owl	0.2801	0.2494	115.41	70.05
konclude	ore_ont_13429.owl	0.0412	0.0699	5.94	26.52
konclude	ore_ont_13444.owl	0.1641	0.1571	84.29	45.42
konclude	ore_ont_13482.owl	0.504	33.2391	15.48	4978.36
konclude	ore_ont_13503.owl	0.0417	0.0703	11.03	29.74
konclude	ore_ont_13530.owl	0.0413	0.132	6.88	27.54
konclude	ore_ont_1357.owl	1.7334	3.6404	190.35	598.8
konclude	ore_ont_13578.owl	0.0413	0.1419	10.0	35.62
konclude	ore_ont_13621.owl	0.34	0.3104	134.74	102.68
konclude	ore_ont_13643.owl	0.0418	0.0702	5.94	27.41
konclude	ore_ont_13664.owl	0.7055	1.333	77.72	255.26
konclude	ore_ont_1370.owl	2.9877	5.8873	258.98	1132.29
konclude	ore_ont_13752.owl	0.2666	0.5169	40.09	109.67
konclude	ore_ont_13755.owl	0.1024	0.1941	30.72	58.44
konclude	ore_ont_13759.owl	0.0412	0.099	9.46	27.77
konclude	ore_ont_13762.owl	0.1657	0.1007	151.55	29.24
konclude	ore_ont_13772.owl	0.0411	0.0999	8.62	29.28
konclude	ore_ont_13840.owl	0.1004	0.2798	19.62	76.92
konclude	ore_ont_13852.owl	0.1897	0.5201	50.24	108.12
konclude	ore_ont_13887.owl	0.072	0.0708	10.45	31.03
konclude	ore_ont_13902.owl	0.0704	1.5209	5.0	306.98
konclude	ore_ont_13912.owl	0.0409	0.2151	7.19	62.5
konclude	ore_ont_13964.owl	0.0405	1.0069	5.0	198.13
konclude	ore_ont_13969.owl	2.7382	4.7655	211.17	841.44
konclude	ore_ont_14027.owl	0.1323	0.5167	30.14	115.19
konclude	ore_ont_14031.owl	0.0713	0.158	11.18	42.88
konclude	ore_ont_14042.owl	1.2516	34.8822	120.67	4326.73
konclude	ore_ont_14123.owl	0.0416	0.1023	9.38	37.37
konclude	ore_ont_14153.owl	0.1299	0.1306	40.27	40.12
konclude	ore_ont_14194.owl	0.3218	0.3372	136.26	102.15
konclude	ore_ont_1420.owl	0.0411	0.0697	7.5	27.05
konclude	ore_ont_14216.owl	0.1286	5.7995	7.5	1282.27
konclude	ore_ont_14273.owl	0.0421	0.1017	7.96	26.92
konclude	ore_ont_14280.owl	0.1869	0.3985	32.39	103.46
konclude	ore_ont_14312.owl	2.65	1.5573	593.29	279.24
konclude	ore_ont_14327.owl	0.0412	0.1283	6.56	30.64
konclude	ore_ont_14375.owl	0.5255	1.2157	96.08	335.04
